Albrecht Präzision GmbH & Co. KG	Albrecht Präzision GmbH & Co. KG	Antoniusstr. 25	Moritz Kächele	Uwe Rolf
Nikka Research Deutschland GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Nowofol Kunststoffprodukte GmbH & Co. KG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Packaging Valley Germany e.V.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Papierwerke Lenk AG	Papierwerke Lenk AG	Richard-Lenk-Str. 19-23	Dirk Schuldt	Sebastian Leser
ProLeiT AG	PROLEIT AG	Einsteinstr. 8	Andreas Mühlmeister	Stefan Hermann
Schreiner Group GmbH & Co. KG Schreiner MediPharm	<Not Found>	<Not Found>	<Not Found>	<Not Found>
sortimat Assembly & Feeder Technology Niederlassung der ATS Automation Tooling Systems GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
STAKO GmbH Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
STEMMER IMAGING GmbH	STEMMER IMAGING AG	Gutenbergstr. 9-13	Jürgen Gastgeb	Lars Böhrnsen
UET Bernd Siebler GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Walter Krause GmbH Spezialfabrik für flexible Silos und Behälter	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Weckerle GmbH Bereich Machines	<Not Found>	<Not Found>	<Not Found>	<Not Found>
YASKAWA Europe GmbH Robotics Division	<Not Found>	<Not Found>	<Not Found>	<Not Found>
ACIG, Inh. Bernd Müller e.K.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
AKTORmed GmbH ROBOTIC	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Berthold Technologies GmbH	BERTHOLD TECHNOLOGIES GmbH & Co. KG	Calmbacherstr. 22	Dr. Anselm Berthold	Dr. Collatz Rüdiger
boso, BOSCH + SOHN GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
BOWA-electronic GmbH & Co.	BOWA-electronic GmbH & Co.KG	Heinrich-Hertz-Str. 4-10	Achim Maier	Annegret Rempfer
Business Unit of Naturin	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Canvys - Visual Technology	<Not Found>	<Not Found>	<Not Found>	<Not Found>
CAWO Solutions Agfa-Gevaert	<Not Found>	<Not Found>	<Not Found>	<Not Found>
CEATEC Medizintechnik	Ceatec Medizintechnik GmbH	Untere Hauptstr. 6	Giuliana Störk	Michael Unger
Chirurgiemechaniker-	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dr. J. Hänsler GmbH	Hänsler GmbH	Kleinsteinen 3	Wilfried Hänsler	<Not Found>
EBV Elektronik GmbH & Co.	EBV Elektronik GmbH & Co. KG	Im Technologiepark 2-8	Markus Kirschner	Marc Reiterer
EMA-LED GmbH	EMA-LED GmbH	Ottostr. 3	Andrey Kaletin	Olga Rosikhina
ergosana GmbH Elektronische	<Not Found>	<Not Found>	<Not Found>	<Not Found>
evonos GmbH & Co.KG	evonos GmbH & Co. KG	Stockacherstr. 134	Thomas Hoffmann	<Not Found>
Fiegert-Endotech	Fiegert - Endotech Medizintechnik GmbH	Gänsäcker 42	Yang Li	<Not Found>
Franz Binder GmbH & Co.	Franz Binder GmbH & Co Elektrische Bauelemente Kommanditgesellschaft	Rötelstr. 27	Alfred Schraudolf	Peter Schall
Freudenberg Performance	Freudenberg Performance Materials SE & Co. KG	Höhnerweg 2-4	Dr. Henk Randau	Daniel Fünfgeld
GIMMI GmbH Endoscopic	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Grieshaber GmbH & Co. KG	Grieshaber GmbH & Co. KG	Hauptstr. 5	Renate Harter	Günter Weißer
h/p/cosmos sports & medical	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Kamedi GmbH heat_it	<Not Found>	<Not Found>	<Not Found>	<Not Found>
KaWe-KIRCHNER &	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Kimetec GmbH Medizintechnik	LiMeTec linz medizintechnik e.K.	Leninstr. 1B	Reinhard Linz	<Not Found>
Kiwa Primara GmbH	Kiwa Primara GmbH	Gewerbestr. 28	Pierre-Edouard Marie Etienne Geay de Montenon	Claudia Möller
Konradin-Verlag Robert	Konradin-Verlag Robert Kohlhammer Gesellschaft mit beschränkter Haftung	Ernst-Mey-Str. 8	Katja Kohlhammer	Thorsten Köster
Labor LS SE & Co. KG	Labor LS SE & Co. KG	Mangelsfeld 4	Annette Könemann	Dr. Maximilian Schlicht
Materialwissenschaften d.	Alma Wissenschaft GmbH	Schaafenstr. 7	Lothar Zander	<Not Found>
Micromed Medizintechnik	Micromed Medizintechnik GmbH	Eisenbahnstr. 84	Enrico Sangiorgio	Dominik Beck
MULTIVAC Sepp	MULTIVAC Sepp Haggenmüller SE & Co. KG	Bahnhofstr. 4	Lulzim Gojani	Bernd Höpner
OSYPKA AG	OSYPKA AG	Earl-H.-Wood-Str. 1	Ilse Karin Kastner	Sally Sami Assi
Petermann GmbH Hilfsmittel	<Not Found>	<Not Found>	<Not Found>	<Not Found>
ProXima Medical Systems	<Not Found>	<Not Found>	<Not Found>	<Not Found>
RZ Medizintechnik GmbH	elKomSolutions GmbH	Bahnhofstr. 20	Josef Merk	Dipl. Informatiker FH Herbert Löhle
STRATEC SE	STRATEC SE	Gewerbestr. 37	Wolfgang Diebold	<Not Found>
Trokamed GmbH - blueendo	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Unitronic Elektronische	UNITRONIC electronische Steuergeräte GmbH	Steubenstr. 3	Mohei El-Din	<Not Found>
VP Vereinigte	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Wearable Technologies AG	Wearable Technologies AG	Madeleine-Ruoff-Str. 26	Christian Stammel	Claus-Georg Müller
Zimmermann KTM	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ambros Schmelzer & Sohn GmbH & Co. KG	Ambros Schmelzer & Sohn GmbH & Co. KG	Dr.-Zimmer-Str. 28	Gerhard Schmelzer	<Not Found>
BIAX - Schmid & Wezel GmbH Maschinenfabrik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Blue Power Casting Systems GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
C & C Bark Metalldruckguss und Formenbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
FISS Klaus Friedrich e.K.	Fiss Klaus Friedrich e.K.	Hauptstr. 8	Klaus Friedrich	<Not Found>
Foundry - Planet Ltd.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Fraunhofer Einrichtung für Gießerei-, Composite und Verarbeitungstechnik e.V.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gerd Eisenblätter GmbH High Tech Schleif - und Poliermittel	<Not Found>	<Not Found>	<Not Found>	<Not Found>
IOB Industrie-Ofen-Bau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
MESA Electronic GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Oskar Frech GmbH + Co. KG	Oskar Frech GmbH + Co. KG	Schorndorferstr. 32	Thomas Breins	Jochen Leibbrand
Richard Anton KG	Richard Anton KG	Würmstr. 55	Richard Mader	Stefan Schuller
Siemens AG Building Technologies	<Not Found>	<Not Found>	<Not Found>	<Not Found>
WS-Wärmeprozesstechnik GmbH	WS - Wärmeprozesstechnik GmbH	Dornierstr. 14	Dr. Georg Schönfelder	Dr.-Ing. Joachim G. Wünning
ZPF GmbH	ZPF GmbH	Hauptstr. 13	Prof. Dr. Hubertus Georg Semrau	Norbert Feth
albrecht Elektrotechnik GmbH Elektrotechnik Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Allfest GmbH  Profilverbindungstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Apfel GmbH  Metallverarbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
ASSTEC Assembly Technology GmbH & Co. KG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
AUER Packaging GmbH Technologiepark	<Not Found>	<Not Found>	<Not Found>	<Not Found>
BeeWaTec AG	BeeWaTec AG	Kunstmühlestr. 16	Joachim Walter	<Not Found>
Bosch Rexroth AG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
D. Friedrich GmbH & Co. KG Maschinen- und Werkzeugbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
DEPRAG SCHULZ GMBH u. CO.	Deprag Schulz GmbH u. Co.	Carl-Schulz-Pl. 1	Stefan Wolfinger	Gerd Zinn
ebm-papst St. Georgen GmbH & Co. KG	ebm-papst St. Georgen GmbH & Co. KG	Hermann-Papst-Str. 1	Eckard Brandt	Wolfgang Beyer
Erwin Halder KG	Erwin Halder KG	Erwin-Halder-Str. 5-9	Bernd Janner	Michael Dunz
Fachforum Sicherheit + Automation	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Farger & Joosten Maschinenbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
FARR electronic & optic GmbH	Farr electronic & optic GmbH	Gräfenhäuserstr. 29	<Not Found>	<Not Found>
FATH GmbH Components	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Friedemann Wagner GmbH Handhabungstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
GRIMM Zuführtechnik  GmbH & Co. KG	Grimm Zuführtechnik GmbH & Co. KG	Robert-Bosch-Str. 3	Winfried Ege	<Not Found>
GROB GmbH Antriebstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
HABA Plattenservice GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hammer Automationstechnik	BIT Bauhammer Informationstechnik GmbH	Veit-Hirschmann-Str. 6	Helmut Rommel	Ralf Paul Noll
HEINRICH KIPP WERK KG	Heinrich Kipp Werk KG	Heubergstr. 2	Otto Braun	Beatrice Kipp
HepcoMotion Ltd. Hepco Linearsysteme	HEPCO LINEARSYSTEME Niederlassung der HEPCO Slide Systems Limited	Schwarzenbruckerstr. 1	Graham George Bramley	Barry Ronald Thomas Engstrom
Hirschmann Automation and Control GmbH Belden Electronics GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
HYTORC Barbarino & Kilp GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
iie GmbH & Co. KG Computer Aided Works, Marke	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ingenieurbüro Pakusch ibp	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Institut für Werkzeugmaschinen und Betriebswissenschaften TU München	<Not Found>	<Not Found>	<Not Found>	<Not Found>
IOSS Intelligente optische Sensoren und Systeme GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
J.M. Voith SE & Co. KG	J.M. Voith SE & Co. KG	St.-Pöltener-Str. 43	Patrick Temeschinko	Benjamin Peter Altmann
Kähny Maschinenbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
KFA-Automation Walter Krämer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Kober & Moll GmbH KOMO Arbeitsplatz-Matten	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Konradin Verlag Robert Kohlhammer GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Krämer Maschinenbau GmbH	KRÄMER MASCHINENBAU GMBH	Geroldsecker Vorstadt 78	Rita Nowak	<Not Found>
Krieg GmbH & Co. KG	Voith Paper Krieger GmbH & Co. KG	Erftstr. 31-33	Matthias Dorlöchter	Karl Martin
M.A.i GmbH & Co. KG innovative automation	M.A.i. GmbH & Co. KG innovative Automations- und Montagetechnik	Weinbergstr. 13	Rainer Knaak	Jürgen Hoffmann
MAFU GmbH Automation	<Not Found>	<Not Found>	<Not Found>	<Not Found>
max GmbH TECHNIK SCHAFFT VERTRAUEN	<Not Found>	<Not Found>	<Not Found>	<Not Found>
MBR GmbH Handels- und Vertriebsgesellschaft	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Multi-Contact Deutschland GmbH neu  Stäubli Electrical Connectors	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Nidec Graessner GmbH & Co. KG THE GEAR COMPANY	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ott GmbH & Co. KG Antriebstechnik - Elektronik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
OTTO GANTER GmbH & Co. KG Normelemente	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Paul Leibinger GmbH & Co. KG Numbering, Marking & Verification Systems	<Not Found>	<Not Found>	<Not Found>	<Not Found>
R&D Project Managing c/o Expert Business Development	<Not Found>	<Not Found>	<Not Found>	<Not Found>
REGATIX Betriebseinrichtungen GmbH Regalsysteme - Lagertechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
RETEC-AUTOMARK Markier- und Befestigungssysteme GmbH	RETEC-AUTOMARK Markier- und Befestigungssysteme GmbH	Gaußstr. 3	Jörg Gerd Remerscheid	<Not Found>
SCHILLING ENGINEERING GmbH Reinraum Systeme	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schmid & Wezel GmbH	Schmid & Wezel GmbH	Maybachstr. 2	Dr. Paul Kohl	<Not Found>
Schmidt & Schmieder GmbH Automation und Sondermaschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
SCHNEEBERGER GmbH Linear Technology	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schöler Fördertechnik AG	Schöler Fördertechnik AG	Robert-Bosch-Str. 3-5	Elke Pahleteg	Alexander Lang
SCHUNK GmbH & Co. KG Spann- und Greiftechnik	Schunk GmbH & Co. KG Spann- und Greiftechnik	Bahnhofstr. 106-134	Jochen Ehmer	Thilo Karl Morlock
SOMATEC Klaus Mayer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
SSP Safety System Products  GmbH & Co. KG	ssp safety system products GmbH & Co. KG	Max-Planck-Str. 21	Wolfgang Engelhart	<Not Found>
Stäubli Electrical Connectors  GmbH (ehemals Multi-Contact)	<Not Found>	<Not Found>	<Not Found>	<Not Found>
SWC Wälzlagerfabrikation SW GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
SZTechnik GmbH Sortier- u. Zuführtechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
teamtechnik Industrieausrüstung GmbH Bosch Rexroth AG Vertriebspartner	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Tippl GmbH Beschriftungssysteme	<Not Found>	<Not Found>	<Not Found>	<Not Found>
W. Gessmann GmbH Industrieschaltgeräte	<Not Found>	<Not Found>	<Not Found>	<Not Found>
WEBER Schraubautomaten GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Your own Products - YoP3D	<Not Found>	<Not Found>	<Not Found>	<Not Found>
ZASCHE handling GmbH	Zasche handling GmbH	Markhamstr. 13	Erwin Anton	<Not Found>
ZOLLERN GmbH & Co. KG	Zollern GmbH & Co. KG	Hitzkoferstr. 1	Dipl.-Ing. Martin Hoffmann	Markus Reinartz
GHD Präzisions-Formenbau GmbH & Co. KG	GHD-Präzisions-Formenbau GmbH & Co. KG	Gewerbegebiet Rosenberg 2	Bastian Schuster	Stefan Seiß
Herrmann Ultraschalltechnik GmbH & Co. KG	Herrmann Ultraschalltechnik GmbH & Co. KG	Descostr. 3-11	Lothar Wagner	Sabine Gabriele Herrmann-Brauss
Institut für Kunststoff- und Entwicklungstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
ITK Industrie-Technik Kienzler GmbH & Co. KG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Kallinger Technologiezentrum	<Not Found>	<Not Found>	<Not Found>	<Not Found>
KL TECHNIK GmbH & Co. KG	KL Verwaltungs-GmbH	Konrad Zuse Bogen 7	Flavia Kadegge	<Not Found>
Landesbetrieb Vollzugliches Arbeitswesen Baden-Württemberg (VAW)	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Leonhardt e. K.	Leonhardt e.K.	Mozartstr. 26	h.c. Dr Wolfgang Leonhardt	<Not Found>
Modell- und Formenbau M. Reuss GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Modellbau Satzke GmbH	Modellbau Satzke GmbH	Hauptstr. 166	Sabine Straub Satzke	<Not Found>
PFAFF Werkzeug- und Formenbau GmbH & Co. KG	Stefan Pfaff Werkzeug- und Formenbau GmbH & Co KG	Am Eisenberg 1	Ernst Wagner	<Not Found>
RIEDL Kunststofftechnik & Formenbau GmbH & Co. KG	Riedl Kunststofftechnik und Formenbau GmbH & Co. KG	Daimlerstr. 4	Axel Michael Schick	<Not Found>
Schmelzer Formentechnik GmbH & Co. KG	Schmelzer Formentechnik GmbH & Co. KG	Dr.-Zimmer-Str. 30	Alfred Schmelzer	<Not Found>
Schübel GmbH primeparts	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Werkzeugbau Erz	<Not Found>	<Not Found>	<Not Found>	<Not Found>
WOLPERT Gruppe	<Not Found>	<Not Found>	<Not Found>	<Not Found>
acp systems AG	acp systems AG	Albring 18	Jan Siepmann	Roland Kappaun
ASS Luippold Automation Systems & Service	"ASS Luippold Automation Systems & Service" e.K.	Siemensstr. 6	Michael Luippold	<Not Found>
Batz Leuchtsysteme und Handels GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
BMB - The Coating Company GmbH	BMB The Coating Company GmbH	Espenpark 3	Manfred Band	<Not Found>
Christian Koenen GmbH HighTech Stencils	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Coherent | ROFIN	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Computer Aided Works Geschäftsbereich der iie GmbH & Co. KG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
CRS Prüftechnik GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
db-matik AG	db-matik AG	Turonstr. 13	Dr. Marc Werkmeister	Andreas Seliger
Design & Engineering - Inh. Reiner Wörtz	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Eberhard AG	Eberhard AG Automations- und Montagetechnik	Auchtertstr. 35	Peter Klöpfel	Martin Haupt
esz AG Calibration & Metrology	esz AG calibration & metrology	Salzstr. 13	Bodo Seewald	Philip M. Fleischmann
Hänel GmbH & Co. KG Büro- und Lagersysteme	<Not Found>	<Not Found>	<Not Found>	<Not Found>
HANS KOLB Wellpappe GmbH & Co. KG KOLB Coated Products	<Not Found>	<Not Found>	<Not Found>	<Not Found>
KombiTec GmbH Systems for automation and welding	<Not Found>	<Not Found>	<Not Found>	<Not Found>
MODERNE elemat GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
MTQ Testsolutions AG	MTQ Testsolutions AG	Rauhöd 2	Martin Zapf	<Not Found>
Reger Kabeltechnik GbR	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Rudi Hrabal Elektrotechnik & Maschinenbau e.K.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
SAT (Sense Advanced Technology) Electronic Vertriebs GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
SCHMID Group | Gebr. SCHMID GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schüchl Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
SMT Maschinen- und Vertriebs GmbH & Co. KG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
SYSTRONIC Produktionstechnologie GmbH & Co. KG	Systronic Produktionstechnologie GmbH & Co. KG	Daimlerstr. 1	Andreas Harein	<Not Found>
Teradyne Inc.	TERADYNE INC		<Not Found>	<Not Found>
INNONET Kunststoff, Technologiezentrum Horb GmbH & Co. KG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
PVM Vetterolf GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Norbert Appel KG Blechbearbeitung	Norbert Appel KG Blechbearbeitung	Ohmweg. 31	Andrea Marta Lesniewski	<Not Found>
MF Markovic + Frank GbR	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Mader GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Höffl GmbH	Jürgen Höfflin GmbH	RHEINFELDEN	Barbara Höfflin	<Not Found>
KD Metallbau GmbH Inh. D.Sulenta / K. Luckas	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Großmann & Hahl GbR Alarm- und Sicherheitstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei & Stahltürenbau Harald Hetzel	<Not Found>	<Not Found>	<Not Found>	<Not Found>
ESM GmbH Maschinenservice	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Ewald GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Karl Henrich Stahl- und Rohrleitungsbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metall & Bauschlosserei Ralf Rettig	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallverarbeitung Karlheinz Simm	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Gerhart Collet	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Schlosserei Mages e. K.	Metallbau Schlosserei Mages e.K.	Ludwig-Roebel-Str. 8	Ingo Paluschka	<Not Found>
Karlheinz Weiss Metallbau - Sicherheitstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
M.B. Becker GmbH	M.B. Becker GmbH	Boveristr. 21	Karl Becker	Betti Becker
Daniela Kiefer Zaun Kiefer GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Daniel Marouzé Metallbau - Montage - Schweißtechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
TP Metallgestaltung Meisterwerke aus Metall	<Not Found>	<Not Found>	<Not Found>	<Not Found>
MHI GmbH Maschinenbau, Handel, Instandsetzung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Isoliertechnik Schwetzingen GmbH & Co. KG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Julius Gentner Stahl- und Metallbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Götzinger Maschinen GmbH	Götzinger Maschinen GmbH	Waghäusel	<Not Found>	<Not Found>
Weber Waagenbau und Wägeelektronik GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Metallbau Hayri Karakoc	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Sicherheitstechnik Marschollek	<Not Found>	<Not Found>	<Not Found>	<Not Found>
ABC Schlüsseldienst Robert Gharibo	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Dipl.-Ing. Hans Seibert	<Not Found>	<Not Found>	<Not Found>	<Not Found>
German Sternberger Anorg.-Chem. Institut Univ Abt. Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Markus Ahlert	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei-Metallbau Uwe Müller	<Not Found>	<Not Found>	<Not Found>	<Not Found>
SCHOLL Metallbau	Reinhold Ewers Metallbau e.K. Inhaber Thomas Scholl	Finkenweg 22	Thomas Scholl	Reinhold Ewers
Friedrich Heuser GmbH Metallbaubetrieb	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Peter Reich	<Not Found>	<Not Found>	<Not Found>	<Not Found>
A. F. Metallbau Alexander Frank	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Huber GmbH	Schlosserei Huber GmbH	Rudolf-Diesel-Str. 10	Rudi Huber	<Not Found>
Metallbau Hellinger GmbH	Stahl- und Metallbau Hellinger GmbH, Schlosserei und Reparaturdienst	Levelingstr. 15	Magdalena Maria Hellinger	Irmgard Hellinger
PZ Sicherheitstechnik Peter Zifreund	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gassert Metallbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
S & M - Systembau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Klaus Löschmann GmbH KL Metalltechnik Bau-/Kunstschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
König GmbH Schlosserei und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schuhmacher GbR  Stahlbau-Behälterbau-Öltankservice	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Delius & Knapp Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Walzmetall GmbH Geschäftsführer Dieter Walz	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Werner Filsinger Werkzeug- u. Vorrichtungsbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Conmaco Zaun Inh. Jan Schwenninger	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Norbert Menges	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei - Metallbau Matthias Müller	<Not Found>	<Not Found>	<Not Found>	<Not Found>
STF Sicherheitstechnik Felhauer Gerhard Felhauer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Klaus Rausch CNC Dreh- & Frästechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Emil Knauf Schlosserei-Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Volker Bauer metallbauer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hans Neugebauer Metallbauerbetrieb	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Stahlbau Alfred Müller GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Wilhelm Walz	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Erich Seifert Metallgestaltung - Restaurierung - Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Glaserei Josef Zuleger GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Lenz Metallbau GmbH	Feha Metallbau GmbH	Jungstr. 3	Petra Harnack	Ilona Fett
Schlosserei Wolfgang Ebert	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Vierheilig	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Weihrauch Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Mildenberger	Schreinerei Daxenberger e.K.	Persdorf 6	Sebastian Daxenberger	<Not Found>
Metallbau Axel Volk	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dreißigacker Metallbau Bauschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Walter Geiss	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Fischinger GmbH & Co. KG Vermessungstechnik + Zeichenbedarf	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Kästner Sicherheitstechnik Stefan Kästner e.K.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
